# ShortMsgKAT_384.txt
# Algorithm Name: Hamsi
# Principal Submitter: Özgül Küçük


Len = 821
Msg = 6674A76DB4DB544DA1D6FF5D7A01ACD0BAA446911421C7BDB19F347DAC8145337FA2220A1760AAF88A5803A6C2502E796BA486600946B60F2171E7EEE138F9A93CF7EA8785496B078CF26FE15627240D528B205054AD68E6FEB7F5F0B0DBA570A86A44B88FE3A0
MD = 1DC9B7BEAF279D155CF7EE6BB6B330DCE12D8211676D59D0CE2D68013B6F178D387298A20DD4BD05819E12ADE6D75114

Len = 822
Msg = D5CDD6DC483DD693792AB8599E31F7E678E2E3F50E9B09DA1D16537FE21B8700B47CFBEC2F2B31C83CF612594A3D847B2A0497D3C1A4E78A75CFE94B850F08580D799921A2A105B7280B07629845E2CAE0ACDD43E62C3CC76F2BE06F11C233B32C8CB32D2CAFD0
MD = 9FE0F8A8FF7C31EAE2CDB90B3CDCECF431CC80759C11BE8CB41CF2638EA896CB311E8C2A602803D592E833AB92F816BD

Len = 823
Msg = 95430200EE2A59BA3D4FF5176E9328EEB792F57838631334BA0D95862CE2BA8550ADDE662EC5689D2932B6637ECA4268861BA868C5FB08DD016DF6E3F5E8F7BC86C063F0B471A94BB02C999C13D8A89F2DC536ADFDE9048E836674E781CA2F5247A23FD280CE30
MD = 3A289E972057556BF995640D2A91BCB9B0AC740FE41BD8A2F8AC2B8E8E8F79507F3004F6870A2AD9B47E2A4832DDE57E

Len = 824
Msg = F13C972C52CB3CC4A4DF28C97F2DF11CE089B815466BE88863243EB318C2ADB1A417CB1041308598541720197B9B1CB5BA2318BD5574D1DF2174AF14884149BA9B2F446D609DF240CE335599957B8EC80876D9A085AE084907BC5961B20BF5F6CA58D5DAB38ADB
MD = 081C954330BD781C28CD2069FF279D47F17F9DDC4C42086E9839E55FB8796902377D002BDBE6E0A13A16ED2A6D74E4D1

Len = 825
Msg = 96EF70D6957AFED1EBF9C5E3E1CA33DCEE14589C8AD2C7819B401D8C93473A06D0CFED12D4155488DE13496426F7808C666927DBCC54CD58F82A9D7879541D6F66FCC0239E89DBA84C85AA34FFE93DB632AFE2B490E2794F95A8A6C14706759688696354AF9E4C80
MD = 43E561CA9A107F5659D7109DE4432B33B6D561084EFD14D0777337D10F368B286647AF9FDDFBC85E9D9F5A642E67961B

Len = 826
Msg = 22BAE2BE6335304E5F9779FA2FDF496D9636492A8B3E6B650420DAA6B45BE8B25A2F00045DB1364B1F69DF590EEF88E61EF2F2E11FF9903C9A484B0EFB2A65E2984710C71688A00A8C04AF9335A826FC0EDF197B3F3BE1AA4685BD39847A18B7F388C56D5CF749C0
MD = 788919357FED390B6174039A6896FAABF8696DB66A148F642E21D92FA187E04DD063488E12E08965B6F42D9CB88CA8F9

Len = 827
Msg = D076043F4045A478C51530D457FC950916FAEAF555C2B28E8567394D0BB8A3C7D8A7225E6C0C94D39D03F0F50133ABBE6F009302153014025FB4B1F7B8EFCC9F4F9C3EAB0608DB41095AAD0D2B63037F3986DF71D6651946EE9F18DF52635BBD360F21E2555C5020
MD = 0362F74816B2B2EE66AAD20E3EC150349F7A13AEDC69FE01C882481E83175195B10540649BD8C8ED5C48923D257046D6

Len = 828
Msg = AFC0DFAD531BFAD5320903F56AF3D1C6A1A7EEB365004B5193F48B3F1B6364B502B3E767BBEC8D3C8CB1888BEF939745427AF225DB0B80227382E93478D80798D6F7CC79E1229126763B5595747708412E2A1065468967AF88E87CA44BF7C70CD94D6C0285D77D20
MD = E15F90940E779AAA4DD60286F0946E9258D5809AF6EE926C9EEC9F2E779E623DA8CC7E70AB5483F26418A9CB60DB5452

Len = 829
Msg = 38F33BD532B7A176B1BBD5440A6B6F34BA5EB710A4ED3B73195E79CB0D227258C97771B69CF8319D30F71A86B06A04D4F8F564044B25595FDDC559435426F6802FAC0A9B8EF02A66CD99E052320F3EFAC5E98F41DC62177FC5422C0C7CFFC845B61C93465BB61A08
MD = D0845AD22116078E416A534540AC250D5397A25CF21B6726A9EB29BE47BB8A9DA8F3A5F75392CD04AC4CD1125C4ABC3B

Len = 830
Msg = 4A1D225317981D38424F1CCC96F7D895EFD4DBF51A0B568BFDB33F81AAC34098EE0D1F8F5819885FCF53823851E2DCDDC4D42164E223DB7F0C8A25655E91D193D595D31808C1B11115BD5913548A2A7F7C954719A1EE305D67A59AB3EEE0BD1326D2C46FAB79FAA4
MD = FB132B532FC15EED2C9BF3AFA35A4B112D2755E7C8C49C3A9EED4CC1994A39B0D28DD97D85795B178CE5F19960152348

Len = 831
Msg = 071E9535D8B487FBAC04DD0C720CF0902365F55279752F4A4AEA2DC849F6F596562DD874C2FBC90A0773CB9AFFD80BCDEB16673471B2A4EB40410CACA3D7DDDC57C727D3FB4D25DD147C77426DEF0A86BC0840307F6495493714BA9C0C3C1F4959016F1F81A5D466
MD = 30A2E2592603EFB306D9FF683D32236A30FCD03B5F16C0524DCDFB8DC427D60F248C6E0FD926E42B52B4C5F673685D8B

Len = 832
Msg = E35780EB9799AD4C77535D4DDB683CF33EF367715327CF4C4A58ED9CBDCDD486F669F80189D549A9364FA82A51A52654EC721BB3AAB95DCEB4A86A6AFA93826DB923517E928F33E3FBA850D45660EF83B9876ACCAFA2A9987A254B137C6E140A21691E1069413848
MD = 017331D204C661F078ABCEDEDF9F778E9B133F7A05F09FB574719AA564952430D48890F62B0882761DFB6932922A3025

Len = 833
Msg = CDF3B81753BBE183F089CA5B99AC4DA2944DD2CA4AD5502A5FB27D51FB4C5DD3A73337F3CCCD5F3EDAC73F23BC14677F8862E94A9C899607E9CDD242D399C9CF2CC17AADDCB2B1FA86691B82BB3F80B8F53BE95B3806BA1D61555ADA06C1F16AA011F99CF8EC913980
MD = 788B7E01247A74726C1409FD1093FB375FAFAD7FE3FE84CF8A88A9849EA6690853A7D3860CE3FEB0C4F3C2BBE22850F2

Len = 834
Msg = 1719A08AE56DA8261AC8CC3B0E644425C1A4AEDBE7563BAF61591CA0462F4AA5D0D31CE15F9A616C8980017C0C886C80AB258958074ABFCACAC023E671D8509AC053F5AF9456C22D9A85BE4D1788DC12E7F14C076534BEEA7FA37921A4F1336B02721AD135B6E57C40
MD = CFA1B88A084C067417B2BFD922210F50CC15AD03797B9DA834DBF10CD44E77027A2DF45FB167B134F10F2FBCE1CD7AAE

Len = 835
Msg = E483D597CCF87190A723FCB835B7D58E051122D6641B5A2BF495BC121B50A1D087146DC722D08785DA3690C569CE1E4FB0C1241E501A4D3E438BD598E637275B08A3130F13789F01E1F0B87317BA3C70155E6770060C1058C73966D534B38D1D99AB40C39810428000
MD = 39863D45228C59AF45379D6F652AA90FE26B4869DB69EF117D34079E8B99780257652A5D7B34FCC818E0F498F77FEE55

Len = 836
Msg = 6C9018345E122A389CEF69E5DB5FFEC001A5D9BD4ED6A05C82D236CF90A6D4FF1AB5DC991572097413D308272FA40EE4EE7BEA95F4EFDAAC6EE20EBFFED180C9A002F491CCC42490B1E51A284E309E326F43530A5C2745E82412C6A6C7AB8603E0F264F8B9941FD260
MD = A7BEBE457949D5FE8EC0C6CB5A91A87AE1C038C5A68724FEE3725342936D07096C914D0FEE8A4BC59BC96848C19AA53A

Len = 837
Msg = F3160A912C1F7C08CEAB5E6C6E94C50FD124F3DD9C4D8034D27C80B39B7B9BF130F861D365AD61DFA407A8EF91AEBEDBE23E9DE96406FF0C6C312553FEDB125AFD59F7711210861A5A476B293F3CC355425CB949C2E833AE4A30DD9B4CE35EEAEF2FBDE4FD6D32B660
MD = B0B1AB84B8EB4782A71E08AF24A3EEE5C86230D102E3E18BF4BDAA4D45EAE975C7CBD2761724262F5DE7C399D860E5B5

Len = 838
Msg = 4BF1FAD35729900567FB4A3E0D5681C689CD0066EE0E97479A4A746F5E771517C42B6B827BFE16381CD52A985002160833BAC1AF81269F18821B0E6CD6C54AD33827BE5094BAFA6A08A67502714EF0101D5D91E8AA9AB81031AD2B6DF4963709DBC790ACB88A527698
MD = AF7A6543D1009CD55EA219275E266CEB319BA1BF9B25E624142A25D8327ED9088F3252A833E40881D404E391BD3E2980

Len = 839
Msg = 195361302C2F5B1B927CEE67B003E885A4E1D4FAFD7D13B02F5FB743608902060CCBCB200A57B374C8D220828DB36CCDADD6EE2AB33EE53B2002203D632B36B45E13778DACE865A715B375FC8CCA7FDBABCB5F1FAC8BC2B890D5A460583BDC5CFEF67A0BBF143D3918
MD = 3FDE8951B5A02A6C5FE6C9D745BB66F809005B7917BEB503B14AC58419E22BCF1993156BFB5F94DFF0241EE52EBC5960

Len = 840
Msg = 64EC021C9585E01FFE6D31BB50D44C79B6993D72678163DB474947A053674619D158016ADB243F5C8D50AA92F50AB36E579FF2DABB780A2B529370DAA299207CFBCDD3A9A25006D19C4F1FE33E4B1EAEC315D8C6EE1E730623FD1941875B924EB57D6D0C2EDC4E78D6
MD = EADD0D3B49589059F886E7FE87553DBC8148835C3FBB3A6D6A5BD3D8F9931B1B97B92BDD24D64F57E6376FE998BF99BF

Len = 841
Msg = A9C9225032B1662ACA561F01B0CD87798649F98A7C3C71F716AF72E55838536563BD092AEC04323328C107EE20D704D0ADC7C0DA8FE6598218078DB1D0F00874BFA7048039416EF082B6925623FCEEB145919D75C27591952EB7B363F784258033AEC75D5F3A9D81CC00
MD = 3633F452BB52A9FC256D6801C14936B510E5C939DCCC7059F6F31B85392EFF4CDD603CB87E5747CAD674963A91841E16

Len = 842
Msg = 1713AF8638ACE90592AC2B3BD76514C19F032C734641D29131412FA04ACD5C80CAE7FF34675E7B26D38488C0A5A34F88C36903ABAC06A319F59559C52F409C83C92CC07CAE1E1957F1B54ECBFC52F5F38F4B03D9573F5E2F5A5C7470D7F1F0BB4D356F13C4D401580400
MD = 79E66EFCCE0AB69B905F63F41B7350C685487F32145ECF5FDA1559587393FA1068A25E3EA3E8117C7207F2410A9D7A4C

Len = 843
Msg = F0B3C5E666BFCA1D234692223F77A6B80A0AF6C1E2456E8BFFE24147DC8BB7311386E21BE38FAC428447F89CE69BF5D399D4F10CFCC384B0643229D22AD5D1A96B5AF06743CBF8505C99171439E6F6305C28EC2D87473ED6181BD2FAB7C35610FA3D4B373D5683904EE0
MD = E87AB281FE7B44B669A15949D33A161F6D5DD35BF853233C3E1FC59F963FB55F710FAB6C956D56674B2A9A948BA64B70

Len = 844
Msg = 51F0F520821988794FBA4A96C05CA8128955155F49F5B1D4609C8BEB3796E606E105873C4E1A9E1A1BBEA9C037BFA266748DE15EF59A3698068B2F64E448661E528299DA53F217527109628261FE236227CE792C93C27A86B742023A91E9F4EDC9C16AF3F9720BD6EB30
MD = FFAA429E0D931CB94C8780A38E7DFD3DE71F7CFD15EDDC99E7851761B2DB98EDDE3A2CD2E06EDD53A44F69894788871E

Len = 845
Msg = 5A601FC60FF03D6849FCD88E8E124B8AC906EB9002B91465B98EEA0F1C638EC35989EF537DF63FCC37FC465C3AA0E409378786B21CD884CFAED67C00A4784DC7855FF0CBF4DC78A9FCA92EC641BC5EE01960E6FDDE2418FFEDC338581479B09680C1579A063E7D7344E8
MD = 11673691A5AA7CCC14E66A8A148788A0C310FB05D385241B1929AFD0C075A5772BF79B39A83BD6D0FC15CA25BCB72A06

Len = 846
Msg = 51B98503D91D779B7661CD7D28851F2F5FBD10D3FF1ED31743A9FC4B6D65FAA01E7385E0DE50DD1B4BC392D09CBC2042DADF5A827B305CE513648A46B35C003D6EAE1524379BFA009FD0CFEC537A5BE2516A524A8309A65AD93AC83B83479F4BA700307A7A1C5295CA18
MD = BD5B2D2ADE6F0FF387DBE811ADD5F9B78BC2C74A112C5693E6C48B4754CA5460704113451DADC17B13DF0ED374211D38

Len = 847
Msg = 3DD565D9B8F291493D80301C50833F016FDCA70D35E6B66D8ED41AFD12B21AF8C675D487012EDC75A168124C9F7AFFEC4DD754A3B3050AF799D23E9322C328C61E131789DD7EECC47D0D973908A4B2706E3AAFA9CD9285470DD1877C164B12B9E45B7E8804D1C01CB866
MD = A3D041A532DB6F4D305910A7F2299730B73C8C0A1F324E99F4634CBBAE9A74213D9972464FEC472A6154AAFF07E3E010

Len = 848
Msg = 5954BAB512CF327D66B5D9F296180080402624AD7628506B555EEA8382562324CF452FBA4A2130DE3E165D11831A270D9CB97CE8C2D32A96F50D71600BB4CA268CF98E90D6496B0A6619A5A8C63DB6D8A0634DFC6C7EC8EA9C006B6C456F1B20CD19E781AF20454AC880
MD = 3D4AC561A0E463B59DF1DB7FB577EE06BC0522C749B460CECDB214F4C51E0653B04647E0402B3B4FA2275FB0D57FA558

Len = 849
Msg = 8D22D0A3F113581C2C91A309747D3480D111FB0162796E06D48DAD005BD2275BB189B08A55FC56FDAC5D28BCE6F9EDCDC32EE464C1675C738AE8624CD20F7FA84A173329E3623DF7541835FECDB68416F665E4F5B4A357D74AB09EACD4EE6E3A301733536294A937FDCE80
MD = 43DF98008792BA46FE47539DEF392C1C78DF7636ED19445F37902C97FFBC8B31A84866F425D85F6ED99A2177599F155A

Len = 850
Msg = E7EA0B40D3BC92E9624256442D52F477AEBF8473F1742B50C80783548BA450FEBEEC40D7DC7D3BA8D2B03BD72CFE1E36FEAF85681D155C0F435195E7533BD6048FD0796C05F6BB7B539F9EA5F51C16C6AC74DD79C3842218565C4B46D85EC00FE324E8489FF25FF5DFAD00
MD = 98F0123E8BBC945D5500EE591A4EAEB38050C2D45EA42B358FDBD12D1643D4AEB61F4025FE670E397843EC18C70884FB

Len = 851
Msg = 60A997F14924AF0BD818AAB8FB4FE112B298FD0D7556A4A118974E1612EDF6F479C5247F4BCF1E7ADD3D1D485317C668A1F627E0181F9E6ED35C4499A487783CEEC5F7AD330EA18989700C4A622F578A4A04FE0DF9ED9A7E45D7E5D79E5F26A68B0CB8D5E5D96CEA36EC00
MD = B8454545B048A5B5E2B81B29FEF292BFDE8D5EDCEFC21E8C24E61FCF94C65487CE7D2921C7C87B9FCB6FA3AC728D3531

Len = 852
Msg = 162EC5B24DDFA48F4AA65289645F89CE3991040461A4240C59397253C89765295B27B12E19D5C1CF9080B45AA7BCCC14A0A79B3D7C428F48397EB429E925B4FCE06782DFE2487C6B0F0480B8124A15F6301259AD8211C3D859B705357E8D23AA92EEE769149F5171A33C70
MD = 5C54B7E8D63E2BC62A2CAF1716376DEF3AF790FFA2DFE37CC7590C6693FD22E495F7BB1D62F460F4831C5A97E22B4ED3

Len = 853
Msg = D9C4E4068DD2D247BCFCCAEA5734472961D5C916EEBC714CC0FEE54141CC5DA3435CF8D492FE3BA399ED175911A195FCDFD22EFB57FD9D7D401C445B29AB330211E3103399794B205EC65B9658F9E425972C214ACFB1F1B481CBE2F4CA561564DA47383772CC8A190A1090
MD = 3C65C2202F12E55A092B48CEA8DB5BB87248DCD04AA8C3B66EDB25E03591D5A809DD0B4E0245FD24F0D881FF45CA2215

Len = 854
Msg = 574493FD995F2E299A0794B67AEFEC00A2015B0DA8E8FF1C1913457580BBF6812551A2F45821B5C864B065E9CF8CD6A4B2C7E11B64F7F572824014FDA485FD6235D30E9B7ADA48FAEC98F6AF9E5022E422037AC57EDC00EA528181E780863EF47E834E0F457FF410DFFCF4
MD = ED6B2DB0CA7754C6F86E86436FF42FAB429482A8D58EC805809787FCA21A2F0ECD19844B50A9FBA41F7544824E4C25B4

Len = 855
Msg = 3AEAB6285D74E6AF887D78B6A22059B2238CEEF2482D961A9C36A032158A8262061336ED09FFB7ABBD3D49B8EF0851DD5DAEC4970D27F6A69BCA5117AAE0593AEAD6BC6615D11ED11B057DCE996D614FA80DE96EA704C132578E9F20550659A6E483B4893122FA3B224022
MD = AF437512FA9D40C61116BB62CAC4A8A01F0BA4E0FAC089B58CCC16597D17E91F98E95CAB9A40DD0DE994ED4241D79F4C

Len = 856
Msg = 03D9F92B2C565709A568724A0AFF90F8F347F43B02338F94A03ED32E6F33666FF5802DA4C81BDCE0D0E86C04AFD4EDC2FC8B4141C2975B6F07639B1994C973D9A9AFCE3D9D365862003498513BFA166D2629E314D97441667B007414E739D7FEBF0FE3C32C17AA188A8683
MD = 090DEA40CA76E2C38021873749144E80A3602C542E441D1967BADFFBAEDBC737AC71A97E687277F3FE1CD298441B8D6E

Len = 857
Msg = 11ED52B37CB6F8AFF28BFBBB49E4E346B84CB02B5DEA39CA1409C16C589664BABCE3C7AB4539626907269657249DEA708A63E1073AD1E2AF1804E43472399B6EE58992638254B581843924CAA9AA3C461D09241E76FED2C282E07E95039C9889DD6383E8B1C941D70B5D5280
MD = EEDB621F2073E3211B851378D4BE8C8A28BAD8DCA5102EDA9E0811046B4B9D5D1C9636730380E715E56FF3650442C791

Len = 858
Msg = 716B179648AD3C2346DED9AAE6968D91088CE60038DA2898BDF5645EA6EFB342DC043F21ED12CB2503743B618600B92EA66543A0B676165A2C161876E5E74917D1CC8E6649C51B6C1DAAD6BB39CE9362C1043C6A2DB31C05C64CE78FD3A33CA595A534FA036E40A89712EC80
MD = A76DFDF58BA1CF24F84154A7E6E5782730ED956EADEDDEAD6637ED271E08976658732F0825B594FCAFF53F0B11ABA83F

Len = 859
Msg = 9FE7597F6E6F36CF0880765DDA6B7B9DDFD35B1C1F06F08A234751DA553BE2E54CA9FAA02751F6F44C37A69F666D12D80ECAF508185831DACB5014CBD3F8097B2D84DDF808CE2286C8D5502C3740780D2593B037A24A9A5A27C347E85C6C985AA933DD204E47D33EEE294440
MD = EDE87240CC3768FC599B9EDB406264FF5046137C76461FE9AC1B14014B4A06C5C29BDF196510072549DF72C9DE0AFBBF

Len = 860
Msg = DD644126DE54607B612C2384A80B3B47F3E3278BBF40372D7DA4C53003A4F7D39E845A7EC6E6FCDFEDFAFA31C0B13F8988F48F2329C0533E16C9C84FF40C123C421BFF9D8CC1B5561F1BD89178360ABDA3B29CA3870523D18FCAC8FF4B462C3C0AACDDD7FFD183FDC2E65810
MD = 737464866FFECC8997B396F658E2A81FD52CEC3B41B1BC1449A7ED5771F932146264EC85CA8F708E1E5BDCAEA9938290

Len = 861
Msg = D5836C5A1E008D30DE039FB99096EB19D3A679E32D33ABBF7F414F37A9B1B790AAB4625D50299487BFEED13AFECD7F6BA9995AFE7872151431A04E04D101085DB55A6703858F0A43226CBA7343076690B2B97D58F1B39226F5353073F53C4D2B9590AFB71034B2929340F528
MD = 2C2FC763493BB17B35645302A12EE0A1C922557C0481908E2865B940F23C5294894B416D77F7BC9E62C87CC67F64BCD8

Len = 862
Msg = 5AE530EA690D546A4B86ADA0775066C3C7C94A8F0503A0F1939EF21BDF7916CD3D63F154C91C401B9A0A875DC17927E2FC0CF66286C8A2B2139F573036CAF94B2DCC2B04598ED332975308B684330C8FBB7045690E25BAE8CF2015F9927C73C529FB699F60BB9D272BAD2340
MD = 211C3CC1F02DBAFF02E12F009B8D30DE9FC02973BA83AB768BBE3370D35E32E0621C4774225E3CF803581156DB162F35

Len = 863
Msg = B24C20ADA2E35BF97724BB745334D4DF9399F22CC3D7E249ED004AFA98F4E2CE79567AAF543EBEF35DAE9D4545185B88BE1D33E2AB5E5B5FFBFAF00BC96AB6F4BE5A6A3E12E173884461C5DB1E67A81686ECCD9B45D69371546A28C50DC3B2D21EB097D20C14A7EC4F8F8C38
MD = 91266F208DDDA9CF82BD9FF864232228DCC3B4A4D8CCBB6222E52DC2316C3387F23DC8B95B05D249BFEE4A61FA217EE3

Len = 864
Msg = F31E8B4F9E0621D531D22A380BE5D9ABD56FAEC53CBD39B1FAB230EA67184440E5B1D15457BD25F56204FA917FA48E669016CB48C1FFC1E1E45274B3B47379E00A43843CF8601A5551411EC12503E5AAC43D8676A1B2297EC7A0800DBFEE04292E937F21C005F17411473041
MD = 97D28BAD32EB8DB2ED8D9F813CE56192F7D02857B5B095C1FA8250CF99A251F65C7BD927455A39C79DD6836A4D4579DC

Len = 865
Msg = 6C089DC0C0746EB94EE1BDDD372CB9FCBBD340F858EC3379B1B43C0B9F48E9FD66FEF9AD9AD5F9FE34E8FC385F1F23DDC6D4C6E4DE2AA2EECFD328EEE188955A5D8A3BF87A885DE41FCE956520867C43A00E36D0B6943B470B52584F5740058D78031B46DEAEF6BC9B76D02880
MD = 8FCAE973D344C10AF879EACC19E388EF97A40D9D884DECFD92C4B5D45B2ADDB62F591B892EF8DFB4050A37BC5BA4088A

Len = 866
Msg = 38EF1659BF482F6DCE756B7D3B7F96AA8FCC7C25A000C590CBAD9BE30F5BDDD941352621883D0E5135766E147578D3553A484BD407011653DB0105CF28DD825836ABE332C0E04D6E36981290B21695B213035F4A39A7230B93A1174FF7D6107145273A42177F9649D5096DC980
MD = 80DFF3EC567B0B4938A66CF2E0A3103DB5D3D17B18C696AD322BF7843FBA48BCE4505E44139BF09483721E01B5C7F209

Len = 867
Msg = 1ED4FFE25D9FA1F051658E44DCC5299DB496FCF0BF7B5A0533685BE2A96198C15259A21527C83951DD8AFA04F65978A7CA01CCD6DFC6953EF152B8B112980136BDD47C78B8E8FD660BE8CCF67D890173529061C722ED593478ED4D2EF7FC0787E2E259045259EAA8152576B520
MD = 39E9B83B85C4C434DA446777CAA423763FBBA5AC9B80E49A60724AB1AB04816D3ADFE05A45D13908C8A39281F542CE40

Len = 868
Msg = 4EDC5CDEBBAC7C80D4C9FDFF4D3482116A02FEA7E4311F6AC00E17383C6E4542D9F51AA753739D1250A955B37081BB573B0F06103300CDEC753C7EE544B36A735418EEF115BD4777871F887022893C4B51E54F90122BF9A06EE20448A7B75EB649A36D6E543765489B13A1EE20
MD = 0AC7C5610C91DCD8FEB0DF1B0DC59493A4614A1D5FB2843C66CC8C09426425B245128033DEF54E91AFFCDC074CA20D81

Len = 869
Msg = 98450F06D846FF0F6DAFB7FD5A9E902537527F31FA6CEA70B8F22880A9DD01F1EBDF20884D235B884F438CE98B5420F195EC0FC4631FEBA8964141F28EED890522DD31F93EDEE85F96B6DAF92A85BE48E959642E922299FDE360F25B5BA2BBDF1AF40A222D09EC045A5AF5C608
MD = 6736C087994B958C34DAD34F6A5CD23DD280E8B204F4ACFDA4B5C6EAEBFD101BE730CA64F1C7C9CCF114FAD82800263E

Len = 870
Msg = BD8C839CD9FF816E7D8706EB66F2FB60D3EA400394504AC21A3AB17DE594A26A7334A8F7A6AB5576EA8D78A6C69F1D9E3EA5B7AE20B2834C72FECB08423244FB7DB810CDAD3F041B54E12BCFA6678AEA075A366369525B195173665E78C0953EA46C4116D7EE9CEC0041A9BB0C
MD = 0CE526B4DAFBF3D48158588772F0545A0FAAC777524AF44CBDAD0C7B8038C709E97D8204049EB517A3215C8DA7CAFC0F

Len = 871
Msg = A4C6DB6224A23DB87F291FF0B0C6C2A7925224594E60E1FAD4D4EDBFFA35F5EDA3798029C3BCE4DB2A78AB04C4A408D5A542237DCC1330AF47F0546D35AF06B2977DCE2678814E30B45418B5E97C6041BBC13697692C347769905D5CF06877A1EDCE1D6AB4F10DC0FB4F314648
MD = 7E86C3697E852EE632FDFA62B144C22AA57878A684CE182CCA3D874982E98288B66F926F4072A83F4C0EFE41373BCC3E

Len = 872
Msg = 758EA3FEA738973DB0B8BE7E599BBEF4519373D6E6DCD7195EA885FC991D896762992759C2A09002912FB08E0CB5B76F49162AEB8CF87B172CF3AD190253DF612F77B1F0C532E3B5FC99C2D31F8F65011695A087A35EE4EEE5E334C369D8EE5D29F695815D866DA99DF3F79403
MD = 205E58D57ECC859B8A8DFEB437BF70FB85E121CF1747DAA6A1EE3F7B756F496FA8B652F2D4FA69BB7AB41FD5A8F3FE3D

Len = 873
Msg = E0473E8455316C13A301D697B9C17DE7D843F6203E669CF502F2E7260F0DC0717DF3AF7C64C3E28DA3A46C2DF401CD0049E5008D2FE32BE8060AEB272720585B8BBADB413547FC5EB59680CBDD68430B7937A5FBD3E83F9DC8D08CC928F48773A8166C4616C53B9CA0E8D56E0000
MD = 164909BB3A57099410EE5F266519FB2B4949A8F41E53B8BAE595E1AC5B157A48C7D5165CB3B5CA3C27E633FFB53F7C48

Len = 874
Msg = D9293EE8603E4D1977F7ED45626ED5498D7FE581F27BD0E62A8608CE5EDCB826D711830E50840D2E532EA5DB6E668563719B6FC8FB317C989C692C5C2964E5323D209FD600FD876941A0F8D6EFE5EED4EC8D011D6147B4E75E1062FE812A27A1D010B45E9FECFF24C55DCD5F8000
MD = C7865ABD83C9F8CBCB23EC36215F6B4309BF502D6D95B585C48FF6F01F8B4DA37B5A4573F45D6DF54769BC6E8F7E0BA9

Len = 875
Msg = 885AE9439FCF219F75F227AFAE8AE85183C863D2DE3AACC2D3633D90020B9DDE7CDF0E5AE202FC18987F265F782459712A43FE2C4D435E64E6DA7F813113F566E4EF1E445E36AE673A34733C383DC421F1B13D7561A65BC9AF5779B9E65DD51DC98AC6CFE1B7412B53AAE68FD480
MD = 9574EFF6E1BEBD8B4E68C242ECBDAA567EFAC63CF844FCF04DEE5C8B36DCE45BD32536D87DE8479FD66C2968F2BD4FD9

Len = 876
Msg = 94BA5F913C14061E96ECE9E552301D4A1ED6C43CCB8F86392A0D5C4574146BC1EDF34CADDCC197F8AFF61C1DE42B92CFE24908D88FF84952E6A60BB81392AA7110EBDFEE2D3627481BCA009769A4861E7840D83D316E612A01820D1483B07E393E9C75022DE3D2323F026B0E3840
MD = 99144C01F8F0515AFACCB6C819C41EC2C614DB1BA5F65CCED62CBCEDDB98501529356F367087359B905257D21CD16F17

Len = 877
Msg = 899A55982CC299EE96744F2A374850A496D86A3386CDEB1633DB5607174A8EC31FC881DA9B8E2137F92625F33A69769DD830F358E64E76605CE0DB6DD547791DE9F2D64EEEA8146D18C59F81B9FC93D91BC05FB85AEF9F2456668EC7A9DA0A86F8B4D607226713741393F744DC60
MD = 039E13A1E1821DA71183C69ECF3C4F233DEE6DC6D70EC4284AC37F141C983F3341BA162CF39B43B327CDEDE8BFD25239

Len = 878
Msg = 85F6897B45BBF252A97CC12A6E3EC901A05AEAE252062C04551573B5078F8C973A709CE932310355881CD0469D10CCED841863E3AB1646831F298D0732984B15FA085F65B484A5B31B46B5549486F95ACFDDFBE9C4523EFCE83E7817E03824E906D6C72BB17C0E4159875782EBFC
MD = 762535C4E40D7E203218691E29BA176591FF2A242EF91EE8E8C850172BE417A07C013A0E436FFBB08DDB3937CC0D01F9

Len = 879
Msg = FA5F18A9255EACE5136C5FD603199E3438A45618547D99321FFD907EAA47ED4F16B8B4A5B40C878D6C9804BBA983F007AFA7CC98C6A274D07139927CA2ABAAB6B22F65921268E954CFFEFBB1DC2B0EC09F5FAA2EFE0ECC0638601A94A52E15CE4DD3F01C1DC7AE530710D779F908
MD = 3A9E41D9D9564CFBAC0259DF62644112120DA8E00A573917996A0680D41317CCF0F767D73D12F6EC793A4A4D5A3F302E

Len = 880
Msg = 47C6E0C2B74948465921868804F0F7BD50DD323583DC784F998A93CD1CA4C6EF84D41DC81C2C40F34B5BEE6A93867B3BDBA0052C5F59E6F3657918C382E771D33109122CC8BB0E1E53C4E3D13B43CE44970F5E0C079D2AD7D7A3549CD75760C21BB15B447589E86E8D76B1E9CED2
MD = E67013DF94731977D1FACAA6A976D3D0DB9DB3F6907B2B62CBAB49D5D7DA329869D9AAB8F6EB823653920B054CCABFA1

Len = 881
Msg = 9B7D4639E3400BDD19C7672BE23F354FEB221570BE8307942F52FCBD3045FD5A681AB50B226400AC6A213B6BCC0B5E9CB05614177F77BBE3F06CBB2E2F13C167478DB5779ECCB585E3E9391F3107DAAFDA2A6ABDBF91BCE6540960EE2F415D7599022B81405904038EAAA89E2D5F80
MD = DF3308F351B87892253486A1F868F663FCC3701B9B70897CDFD78FD765318C61596D762FDFE530BEF3AD8754AE5E33ED

Len = 882
