# ShortMsgKAT_512.txt
# Algorithm Name: SHAvite-3
# Principal Submitter: Eli Biham and Orr Dunkelman


Len = 909
Msg = EBB1C5063C59E47C5D879549E8A5180D7E764D8BDAE5AA8E570ED50557DD19B601E488106018079AE3F1E787DE14FD12F985B38ED7A9A953FEE7975E47218BA610B5060EFC67637EDD9E6A051DAEC967BC86CCE55F417BD7CC7732BA636E55FB4831B117644ADA00C8BF5309BD7FBF42EF10
MD = E7A8116FB9394942FBD1AD7B2C6CF50C99825C1D798CC87A065B304F8CAE87837CE917BAFEF8BD3BA9BE430999409CB5CAC5C2CBCAB21D1913A1403C01C31A3E

Len = 910
Msg = 3C8BCFC309833426B1EF0BFD3E9083DC116F28F26FCF034A879F0EC0CD04BD0B2E2A32FEA71AE279D67313CB5293AC7E158D2EBCE4A73941924EA0785082B13AB58F71C620DAEEB7FAB6C85CDF2D40E0CB787767E8F2298553BA9C033F820AD312C12E90AAFBB3DCCF4D852F82FB3FC70664
MD = 2AE821D09D767E0C7EAB80A8F2258CCF0F06A97D55B8C15B7A4B5B55F0B2E31DCEA6EF1C6421ECB914DF539FCE01C9CB339891EF3B8D818A4B49B6A40712BE1B

Len = 911
Msg = F34B462EBF8A5D882AE3064B434506D605D2750EF56D33020BFB47859CAD2D26C902DD26906C3AD53A2FFE99C7C0D5A0EE1081657E0B5341511C3177B745847C55805B59837967763A5535E42547EA81168A71CBEEA4AACD0F6AFB06B2B9ADB7675F6763BD142ED87BD8570567AD64FFDA90
MD = 4727B220116389661DCF06099F959E3AEFA0E3F04EA5E31BC96A7DA6538EA8CF429F2C55BA7CC65B320EDE7297F05C81D00CBED4DF04917F32E0540C7D1AC12F

Len = 912
Msg = 8E58144FA9179D686478622CE450C748260C95D1BA43B8F9B59ABECA8D93488DA73463EF40198B4D16FB0B0707201347E0506FF19D01BEA0F42B8AF9E71A1F1BD168781069D4D338FDEF00BF419FBB003031DF671F4A37979564F69282DE9C65407847DD0DA505AB1641C02DEA4F0D834986
MD = C7673BD97B3A9533C5EB1F23BCF86936BB0EE91A9A15CBEE4CD62FE034F2DEBC24BF83EB0AFE995280F2F8F68A7980DAA204311A414C62451C889BABB293F128

Len = 913
Msg = B1E06AEE75FCCE86BCF194866D0779720F1DEC50586F29FD22C2B7CA37F19D257492EA0C05CFA98AB7B42D33A53B78E5CF62643F0CF02E934B9B70224E0952673B572463F25659FC015851C73E3F040AD60983CF4A048BB9F277EBB18F4936064D73371D7FAD0AB3D1EBB6E7035CDE458BCF80
MD = E7A9E462E1EF329EE1142A5C1F0BE93E316EDB8BF8694B72CF4C1F08EFA21129CD52337E4F1BA17C8D58BB412EA04A93455A09F414D92A47DD1385529E3824B8

Len = 914
Msg = 7A8B81C5FE8BF2C12BC8E9E7A0894F837320ABCFF2972A9D7352DA7175AC7C5039D654EAC136A020334C956B49323918998580BD1F2987A342F905FDED93DF4CE76A91428F524AB656B24AEDE625884511484B707C3BB3C52E46428B44F8A87676BD73480DD3951E8E826EC14C24F52D48ED00
MD = A5158427A74EEB6E9D42D4BBC53B2EBC4571117F07A6A3886023A5EFBCC6330E66C8BA70F5FC6036A1F8B0A6C95A79CBE35B7A9812C870B846C1859312E35F21

Len = 915
Msg = FCC03C4AF57D9C21C777D2B4AE611DEE9F4653684AFB0AB0F98606D2CD2A43B24288B9C302BD296B702FFC8D88FDDFDAF830451CFA97407179E864C77416AF18F19617582317C70DB29834F585324B44333BC6076F3CEA3F3F5E124C7B259C482EB42BF5C85FEB3691A9CD5D227145A5DC6600
MD = 3185268A54D87733246061B3A9B3DA885FF4CCB428E77D238A999881563EEE0228AFE0E5D00EB95E4C97F058D88073FF81D2D26AB39C8F487550F3DA3180DB28

Len = 916
Msg = 96CCCA331611A6E0FDAF50A8E4C10967F1741C19EE95A11BB9D02A689971380DB8DADD0F8523C6A1D3F6F12875C3AFA0B6A8A1D961FBEE33FD48011DCB829036701FFF6B3084A19D7A21083FA8B08353C6EC5BE9584FD2D9CA6E63EE51DFDBC721740A43C0568F5A732AD5374C965B496B1480
MD = 80871E674539AA494E90DE64ACA324479291EA79FC7BD0B3FF7D9370B6F4189CEEF1A0671D1878B34B76F41B192D724051D05EC67C34F7BC71DB6FE0B815346E

Len = 917
Msg = C6F7E76B2ED480FB33F7915128AC1383A275FBE15AE9C997907E11BEABB1E49C8C9BF783355CC3D8C9719AF1B0B94222956AAC2C19B0F68AD4CC2449412BF8CBAABB014D277AB446CFA90D0E3CFA1A1F22273D4AF4A8391DD3FA0FD75015F39C204CE592715A00036953401BECC68A983F8E50
MD = E8964295B9ADC36A3CB4F6A1927561EA034F0E52B9C810421E731385B8D703706DA31E0922B970CCC9ECD79A8CE34D1E8CD88FAE749C7B43A0C72489E072920A

Len = 918
Msg = 9ABFB3294448A7EF38BC194B4E61027CA0671CCFEF6AEBCC0A706F15958D777CE0FBB47F1FCC3E470E878A991D139D02F89D36A54053EC3E370BF45E1AAB3B58B25122584D4CFC4BACE5F7282F25F322107E8043DAB875E8707F94358C6ECDFD96CCC09803756814D098EE3C4A7A8BC2D44398
MD = 8B6CAD820517030AF2CED789ADA9E36D27778E74DBF661893045BB73330EA12AB54E5E884A7BF35C809D5F61C3B9A036341E9EEF74EF2157358AE230A1FD0154

Len = 919
Msg = 3EDA9C01C0BAC0A7DF3288EAEB878C44FE750F92EB7FC1AFFAA3DD1B492781D220E210F169B673EB469594C708C2A4297CCF1ABA5D2C438E9FBD91EFF1A0941564582AFA650F03ADFA4336AACFF855F49364D234842C907E7FCA80CDE686E545D5CE0CB43C0359E18155EB3079469ACDEDEE92
MD = DCDFA3E5190B568C5EE74EB94C6161EABB4132054E3D9091D3EDEB51AE0F9F4CBCE6904CEDFA01B47AD555336CD2040ABCE919AA6460ACDC13739788BB478E97

Len = 920
Msg = B55C10EAE0EC684C16D13463F29291BF26C82E2FA0422A99C71DB4AF14DD9C7F33EDA52FD73D017CC0F2DBE734D831F0D820D06D5F89DACC485739144F8CFD4799223B1AFF9031A105CB6A029BA71E6E5867D85A554991C38DF3C9EF8C1E1E9A7630BE61CAABCA69280C399C1FB7A12D12AEFC
MD = 731D41E1ECBE18325CB22700E0CDBF9BD7709C926A36CA848B70514061323A8F77B46C2922AEFFBA481D21507DA8C1192A261BB63214363B57C652130FDFC426

Len = 921
Msg = 269180F685A910A96BABF3F6EE41D59E1A147773B610A81849ABA32B9B3F67D92CE4B575503C9CAE47F0B8D37BA66830952229BD64BD113B5055C1C4071BD749158188D343606C5DB34C3C1831087A0251868DE2F1689F358BC98832CD8C292806BF31A575895089B72004C037C8990CC845BA80
MD = E6ACC4F5437A6A1CBEFA6BD56D107587B00365E51D3473B3806053B2A875CD0EA573D76016B50AE0FFAA1BB202EFC8333545803AAE456C64FA4FFE89C0ED5B49

Len = 922
Msg = FFFAC212A9A44997E7273F3B708F37B778AD53290AA2B523EB10181EAD0785918211FA5130C0BF333BB9EEAF35BCF8D3C210A041DFD8A43F9F045589218542B4FE2C63D340A968F0E21354D8C26C6B55A437E1C0208C1F53A2D32F13170AAB6978214F900C0FD6D7C589459C9506FD2385D376C0
MD = BAB11F54CE05956C01F11B85082833B338442412EDF3AB7410EEA0FCE43ADB677B8DDF22759674F869860A66F2147EF176B5D1EE309ECC055CF8FB8F7BA214B6

Len = 923
Msg = 3B80BB9F2BB7659C2F3B2FAB83E68033EF455E97C6831D484BDB52850EDAAB4F89EF8FC39ECB29971F7349E5EF2C4030CAF069C40F58AD755E2D013249FDFD2D41583569634E0126A3272676CCF6A3D7A7429327923590574077D3A21BD282836D198AC6AFA14FD4A5927E594A9753509C8F1100
MD = 912EA1705C730A1F4723B26B196B3A48019137F2A84A0256ABEA4E600052367DD295F5F678C78BA2436C79AFB1DF7055F39A3A2B2883B51A2ACEBC8244E27E58

Len = 924
Msg = ECD96FDCD43F1456B19C563E7531854DDA6A724CA160717E5404B8056322F7036D50056BBE1538F5128B72C90862A7A4C6AD3E5548353D88B255F3149C4097B7B412F5B45B27DC9E7293831A61B20BFE0FF57E7299CCABDCCB32DE6B006422A0B7DCA9630F57D58A258CC32D28F39A9628337640
MD = F52B8F775920FE93F845AB82800E705700BAC38ADC64B0CB88D278C2FAC11C3E3ABE377CA54E24EFEE6C11697B0AAF252212396D072921B157DE907ADE986E3E

Len = 925
Msg = 2FC972D13E9ED60AD42189018D21F46A99E50E437101549A56FDF91C80A7F63B1CBDD3A1631502AD006DE0CCDE3F74E14BD189BAF6BB2CF936B619D9DDD644100E9603E3170AB7D0FA3B6D79AC15BFBF8FC1672B908E82EDCA7DFE5C7DA8B6A5004BBC1C1999164E95772DF1B5D5078EECBDB350
MD = 37520A912753AF77A2C7A21BFEC46D5DB008085D6E5B4CFCA4116F4ABB3F82A85611AABB7DB0BCD3CBA203072A45F5AA481ECE19180B9873E15AB5FA30884253

Len = 926
Msg = 3DA3A0681FA83C46C47B8D2D8394EB3138C899956108F7C0534CB3CAECEC2527434B441CC79E580B260904D4C95D9D53FD45DEF4F23E90EB01EC7FACAD671DAFBA8D3E66EE650F0E7A029BE3FF2DEB340436D004E5910E65C28174155D8DA004059504F484CF757314D43426FF458303F1885940
MD = 7BA981FAE0747549E402DE9684D34169985EC170350ED76EF60BDBE51446F242D262612EF487B3480B02317CDF9056F16B9EABE787B76523B9411E9A811494EC

Len = 927
Msg = EBDB935B08BC0C4077D649A2516D0C035BBFB64D69B783BE8F12796E44707EB2F244CC27089AC2A07A7412486A7A18F895F1570DEBBB638A36597008ACDA55FD3D128406C9D46D7FA32F71B718E52EEE8AD83D6F5B5FD6C8078121073518FF83D582563FB4E95EBCC4A6A6100E030EEF9A82F616
MD = 1C28D8DDEA8825BA5FE40CD13C869D85F2FC7FDBB3B159800B7181C1DCF5A6874CA83292EF43786D85AA02D962EEB91B95A4D835CF0CEDA72B7253B90CD837A3

Len = 928
Msg = 2EEEA693F585F4ED6F6F8865BBAE47A6908AECD7C429E4BEC4F0DE1D0CA0183FA201A0CB14A529B7D7AC0E6FF6607A3243EE9FB11BCF3E2304FE75FFCDDD6C5C2E2A4CD45F63C962D010645058D36571404A6D2B4F44755434D76998E83409C3205AA1615DB44057DB991231D2CB42624574F545
MD = F4B56161CC71F5BCD2C1C584C055DBAC8BAB3BC48D082CE4BDF69CF738E68E7BDB164185DBD1332B3E4064ECD9BB6517FCABF0B57300B3A0E1ACF2EE531C9872

Len = 929
Msg = FB7BB870E78E7EBF63E1C4953C5948DBBD548CC952A4B6D4788E0D190B9ED9CE8702F2075CBC5DA62945F118819C5621FE22587F51461B91F7DCE4D86C076DCF945CE93764B01ECBDA86DEA3EF17EEAF0D5BB4233028388A70CC239D39A427941C77E19EE99C88BF12F9BD6E687B3A826240568100
MD = 3C3C60108C5647576E2CC42D22FA41FFA9DEDA30CD988C904B2E8B7A66F121B4550F33AF4811375C7992FFE8B9D32E76D04A6CC6B9A72B59272374A271641162

Len = 930
Msg = 04DA38CBBB45475B6B5EFF77AB65A7144AF92EAA062AD6AB8A84C714DCFCBFDD666443E08C1EA3D4DCD3BE730F7401760C6EB9EA600FA5CF1CBE5297F0D4F66671BEC146A58DE30E5547FE9DEFA9B96E95344FC8F32CFEAA4AE1D4A109964BA3AEA697FEB6B6BBB42AED1BB365E324DFF650764FC0
MD = 582857446D7FF23E22995360F88A78FA25E8221F0C50984BC6CE9CC4A8C0E15D2C4DA59B4140D23486035B59D3843FBD9A4586495CEC036BEA5572AC1F31ACB0

Len = 931
Msg = FE876EA28A466698DD179787EA825DA434D02A0641099EA4CBED0641F15E3DFC2A37322A094269D4C590455C3EB8F019C8295D24A434FA4977FD078C691BB540C7CAD0B6E6284BBAAC1C8545CE00F71A494945AF86A4FE2AF46F11DE9C89EFDB17E62B9AAF4526BBB9663D4623FD589574529F7580
MD = 7253BB85D63F5DD0BA2EE8A5EC644F4D4BE7C5974D8A5740E79E8C164AC4D623DE289E945EC05C6697671E0F9BB033ED7F22438E22C0BC215EE7EBA5C38334EC

Len = 932
Msg = C4DDA8D7807FEF102A62B78CD4700A6BFAAC60D650A7F5AB6B377EF3936639EC67FDDDED1EBDBCD05ABF3EC0BE4980ED84E1FB536786CDF0954854FDB9F3DF27AFD5F350E4AA735FD9C32C790F6F424A1915CB115A37E6AEC3C257A974D6683E0CCE2926DFFBAFF8C0CAF094307733969CC6834520
MD = CA97EA01DA392CDC11276C4ADD15DA2E10A96C0D69F04AF65D7555FB8C0661504371730F05A10C0BC7AEB09E96A11E19636DF31CBCA8B87DCADEE7CEC5019AF0

Len = 933
Msg = 0E4D1948742EDD97D4AAFA0163292AF7899C469489A0DA98FC9AE4B6430EE112CC7F22C29904350A9C196C214C13C9117E8245676B3E5C7AB9D51120116B3CBC07026927CA0C33ED516796E98A0EF9865746DDE811C8B56EBE9BA469117D9BCCCC70204F1AAB358A703987EF8637BC85BE18A011A0
MD = 42A21FF79AD9B83BE5DD08BD540713DC65CC80314BF1026307CB181C10685BAA212B8AA2783F6E1F67C8415A23E67EA5739F7F64031CD2F89470F7B09D9BF256

Len = 934
Msg = 73E79155019FE478F8D817C3D5EF3D4F66D3BDB22ABFF76DE083A8E5CF1EF4F8E5C55917351BCE4AA707483D9302DB11DB21CC6CCCB4012B0980ECB76077CD0309775F7EC98BC40A27044BA830FF7ECD42825C7B7B28133BB732218234D9165372DC61261878776985D2C980C9868BD6521557AE3C
MD = B32294002B677F49DCAECD2EB799910A62539B0D0B1A3D8EE272A98555F42AA0AC3F65486749DC528F9E609D087023882854877FB09FDBE23CB4F407ED1ACE67

Len = 935
Msg = CC47E530D64AC0381DEA486BCE637E3B631232A5B55165358A0F9C2069C1A3AAD14302F2AF25FC4F4F40D41F708760AB080861D8F92EE65C1927326FD095EC52E45B7F5D67D4B4987C43FE8FE61AD6E5476535564DCE408606AEC8E98618B174542B530238A51AD13EDA91AAB7C34DA7AD2F28E50E
MD = 0F58BB74E0CB58C72F040433BDDF92B00067FAA4FC5032FEFF03B7DBEE865DFE6524CB9E87336D1053744AF572314EEAC81B7760470FF934A8FA634CB47B2A2C

Len = 936
Msg = DAB11DC0B047DB0420A585F56C42D93175562852428499F66A0DB811FCDDDAB2F7CDFFED1543E5FB72110B64686BC7B6887A538AD44C050F1E42631BC4EC8A9F2A047163D822A38989EE4AAB01B4C1F161B062D873B1CFA388FD301514F62224157B9BEF423C7783B7AAC8D30D65CD1BBA8D689C2D
MD = 2D03DD217D9E0B097E6AC0B611750ED2923495CF03E15EB27E4E8F2841BF488D1F4F8011D1B99D0531C64C92D5CDE5E2A4096A7E02BF8D6AC57AEC0CA3FA3A1F

Len = 937
Msg = 0033695F13910B1E68323B64B7FEA6E291C07DE47C448174C72E53E69AC2B9281E6D6703BE904F601301A7A92012BDF1E7AC0E389DA9E420283FA96681B0495B250CF11CEB845903468DC2B34B825294596C86BA38A41B636E155B3CF55A986708DACD1034C62A0BB3449322AB57A2A97DBE9E93FC00
MD = DFFBE41DFEFA4CA8C424B57A945960FB3495091CB7EED1EC40ED04E1F940ACDB208B9BE06094D35F96748F45406CBE02420FB997DD830D19D75F158FD7DE8E77

Len = 938
Msg = 77485C2226894283A91EE91E83192068DDAF49E99FED9838344ACC569348BE9D9ACDE7CF447C0BD84FFFA3559A16C5F61912E4ECEBFFAAB31B3F5B239C87FC3EDFCEA7303E1C57827E8B45BA3B4F357167FD749EA101B15EF913F838A6CE68E4792F276BBD2784554B84703376891D951321D0C8D600
MD = 09735131AE6483E03837FE1FC4C7A3843D2AE715E1BDFB235147293B967695D4B769921DA147AF51588CE75A479FA88DEDD0AB646F656F833187D85A89E7D818

Len = 939
Msg = 6C95A9A1DEA097D15316AE7F5B4A6D2746C6C81D72093614C9AC25AD1FFA68996FEB8666D94F453E9E405D42BE6C9757A94BA777566F054DD6315DA3DD837E70FC939F7129D1D7D4DDC3A7D5FFDDC54B60BDDAF2622060E8C5E5830794DDA711E85C52B4BFFA5F716BE50BC978574D88C579F2E19CC0
MD = B08BA98C85DD1F63254298B85CA917F3336666E436DDEA2CE3AE4D6B845F7A1615E32B2FC7E0A0249F618360A584AA8111627262F8A216059C0B345AD4CC0228

Len = 940
Msg = 4F62C87A0F5C45700E4A39D2EE331FCDF9A8C33E08E26CAE547306D1FB80DEA35A6E58E63839BDBFEFFFB1C35F80386EAE52CCCBCF61C835E9E6505DB798AF26D42575E021B96B3F0DF3405B817833F3FB4B89B941B8D88BF9D6E467A0863BE72D950BF006CA84E3DA31D71D562A9F0D8231C76CF5C0
MD = D3A1570EC0B9A54D9FB30B48325CF6A7ADA11C59DC4D73733E578FCEFDB2EE68482FF9D8CF9B328A497DB464CD866A4082745D8DA8A29845E4F2A519A27AE9B6

Len = 941
Msg = 5136F1DEF48BF98D5FE05CD02C2309F994156D650FFE1583DA3ED50AA9B13BCB0DA8E83C68B8D331672110B25EA928F4D20D869E444B3194C044C09EFD66D966964A3FB446D6B0F027EEB79D50DAD6A5F0005B19FC68F140D768488C0D401B7FDDF8303E0FB8860A6847CD453797ACCE3C7C35ACAAE0
MD = E9B8CC46A80B84710E5F73370E2DCADD7C44603A29ABDAF3C9BED80A9B1FAAEB51AA44E9C2FB27F19E9C6A014100549C70D2FCE7D85ED378C07A08C7749AC489

Len = 942
Msg = 0F9EB1E210E28319D732BA71FBE8B3A99E337D3F4FC3FD4959F51AAA15C2E8D7DEB32EBC69A031057AED466181089FDABA63B3337EC0960A0EFA3F5B257446557B6C585C324F86034448D0419CB538E328877F669CE2A03B9B3A6E5DDA904666F1E20B0ECD674B84E1AE14AA2278F18565CF8E37BDBC
MD = 09D096F0D8818F2E1FD550AF5386CAB6074579983D58FAE4EF18B0BC440B4E9D4975863C4AC21A2A6CC58B45006C57B30CCE7CA33692E2A7A6CAAD949DFEAB23

Len = 943
Msg = 7C9853BBA660650A5C27C4C948FD65A67150FB559C5863BE944AAD3F84E946777C93D3D9BE3AD41155A05197ED3DB7ADB0BB55A55C69DE9A5896A5C677EDBC8DC4F3C50E22BEA9ADA9D21E6408D19974B7760037EB6977BD118F6CECFE7DA5240082DDC2FC2304A407C0B6073B70315B3761246B9652
MD = 8241115A185286630E843844361556049DE6A1C2F4A08F35D570A60F14EB9DE4F45E9A71A33053987D481D0859D11FC19CE8194992FAD8473522918099A62B13

Len = 944
Msg = 42E99A2F80AEE0E001279A2434F731E01D34A44B1A8101726921C0590C30F3120EB83059F325E894A5AC959DCA71CE2214799916424E859D27D789437B9D27240BF8C35ADBAFCECC322B48AA205B293962D858652ABACBD588BCF6CBC388D0993BD622F96ED54614C25B6A9AA527589EAAFFCF17DDF7
MD = AC1A3AF913531BEDFF281DF7C83DC7486F5E6358699C5ADDA307F6E89A419D12619874EC342CCD6E4E331DB58A2137B939A0FA3D704F814299CAB50F5BD17839

Len = 945
Msg = A154F2565761BFFC5589EA8CF6CB9C29F4C632D1471FC80534F24749C908C23E56505BE40785612AF08F921AD19348D2D2453649198265249EFEEACCF4AA3E6DD60F4970942FD828E25FD2F88BDC2274C5C94B7DCC7431715B3C2428AE7A922213F6485502B4BD84F1522EBD8795C549AC800FD99C5E00
MD = DED719809B681C72AD0A7468EFE16035D4764659BD918ECCCDE61B8B07533F03C15B5FFB914216DE0C94E780C8B55CD9FE22711C3FB5E5C50AB1CBAAB3702B19

Len = 946
Msg = E7A82BA7364E23F5BC770F6C5D8C3B1A4E24B328943470700FCEDA84B8D316B716E2FED583D2324C17FF1E9EE07D72D42CF58FF159070479E6721E2031C9D7D94262033DF94CE492D6C64FEEBC7B3B1DC9F719D9681F51F25461D8693E7FAAEF05DECF1AE271858BA473577A372DD79FC9D1B0F69C46C0
MD = 61C2A12D518E93CE74F2C336C745C9B816590652E00E1067733684059541CE2FB3A76C2E313D87067BA7623CD2BBB5EE998CF86974F64E30D240D36C18FBB199

Len = 947
Msg = C3AAB6905BEA639451D49C444D9D470D2F033C7D92405C2672CDB78E724D4BB7ADAA0C0E5A57A4B78F4F0BBD5B542D06086CEB0A42F2A6CF4B43745EF870928BFD22579BE8B5753328111BCB996B58F10A8A6D6C04806FB089DB9CABEAF212C9830BDAC08FDBA87617AD69B858FA1D5337273AE8367320
MD = 64E527DAB4EFC0CA27F1BABD10E3BD45D750B0C88B8120960820EACC830BF3F502AB2CDBAE45343139CDEA79E8622F2753414DF432666864781779F116954DBB

Len = 948
Msg = EECFEAEEC17BC07F2EE0913E696D50C194C13B6A2738092E5BD5F30BFFD3BAE559F3E47191AAA333297475F113EFCB1B4A088471CD800934FADD0F5DCC9B1B67AC488B27B8A7D5408CEC9CDA91EBADA76C9AADA32986604E113790BAF3A4B433CD81ED3DDFB9DA9995E49BFC8B7A15D07B363AE8376F10
MD = FC6CF59E6D37B27984DD0450DEE23BE70F3B874B7521C697823E935814E3116A78B68EDDC1CF5C9D673A2C948986DC503A0CD867357317819FDE1A7AEB65E2A9

Len = 949
Msg = 04A5269B1ABA9E44557BE500D16D2C5C830C9AF49D33AC8B0566BCD699679630180B74EA9824A3E9538789397FB6CFAC8961BA7F0F7A5B0181E7072C53651CF91451DFFF3B7FE5C00B890EB13A984C11B78F801C9EA33FF9B2A52AC71907B92F028D767085A01F3234AA9B98283F684065B60457BD9880
MD = 69EE653DCC61FF67323F00A4D99409D67F5BF09D2DF4186C09A56EE8CDEB05767B951BDA5DE0B78071AA0A6D6C75EDE10FE52250AFC939924970A860AB402346

Len = 950
Msg = 68541BF2F087D4505570E2C5DBD2FC596D938E57CC74980F5EF52FB229F5CBEA92481E9F62E92891A7F333E6581E21354FFF2C5A43899FF6BAA2FBC2E737B350CB5586CD7D7A6634BF5DD9B6BF4DB0A99021D432A0D76F16C74D4514013A3C13A88C53927B91411C7718931445913AD4C71A7B710DB168
MD = CBFD02B8075212AD1439E6501E33DCACA8C2778D783B325491943BA2888E16F31847426BAD0E320AFBCBF9A4527618EE99708451B2C2DE41212175B2675F2750

Len = 951
Msg = 2BFC949736AA36D4938AFBC3C01B604A7EDEE1C6D17EF3798EBDB86F9CFDE9C033DDAB4175C8F346E00E7BACC20DF7A52F4F0DF2744FC5EB9377E64BF6AE52639F796B1C15ABBB47BF938FB3D6253834DD680EFE244E832F810D315870F5E73BDF53130AB9C4CD203D828D183C5A954BEC1EF434B21BE6
MD = 576DFDD5FB8D13DAA99D6F2DE6787FABFB2B490E73333476B7295B721918B0CA624241170FF0409440A64EC1C8E49DD5209066BD037F2F1420FAEF1CF69359FD

Len = 952
Msg = 3C9B46450C0F2CAE8E3823F8BDB4277F31B744CE2EB17054BDDC6DFF36AF7F49FB8A2320CC3BDF8E0A2EA29AD3A55DE1165D219ADEDDB5175253E2D1489E9B6FDD02E2C3D3A4B54D60E3A47334C37913C5695378A669E9B72DEC32AF5434F93F46176EBF044C4784467C700470D0C0B40C8A088C815816
MD = 2F46BE707D334E63FCA1707116B115C524425FA950E2418F015B60080A64418D11FE9667859A1BEBE5603075026B3DF1A20A97B037C9290402240A9DDA372FEF

Len = 953
Msg = 1E8E26C707DB4BB0F459F069840D28639F22CF740EC59D8F3BB840F7654642C2DB228259BCCB3532944D85D2F33BE1B401886E9FCF7101FBB4539CDA1E81529C160ACCA588E706749FFE70B20665FD4FD91BCA558E0D28DC03CF8469930CE8307519E8724373EAA2B6F22ECF04989078F91A2FE9A8E4A800
MD = 52176F8A47177455DFFC9121AD2B5AE2BFCA96F367AD6A0BC3458E719C8EE300EB0D135BE55FE021F6F1B9432E0700B70D19865907B987C433B9C8296EFBA287

Len = 954
Msg = BBCE8A5EE8C0EB938B8BA8D0E9390B12BBBE6178ED29EAACBF92869F72BC157AA4F20F150059CF228399079449AAF9893FCF65775E5CE706898C4FC89DEBC86447C64A2CFCD22DBD2F639F199C1956571FD1C34A11609201F520921B1489F58B51EFBCEABF3CDA1853A7A66D076162A9C2053051BCA78C40
MD = 18C01EDC51ED0759123B36EE15F1678AED31AD8CEC57A207880666CB62D01A56A4C55AA46A4B1CD371753BE9F6FE4757D188D4122734519CA98BAA53C9077C73

Len = 955
Msg = 036E2807A1F1675D8F01F88F1A5C34D664F49BBFCFCB60892D24DF43CBD6566BB7DBF33D47D816DBF244B7912E6A72740508804D3FDB4575B67D97B202DB80AE9A2B88EF84E7C74C3FB6A1F0FBAB8E62D96F76855E43D0BA372457A21503BA621CB52FF039CAA32DB99EA39B466CEA191287FA069118F1C0
MD = 9F2B8A185D20F75F9DD4DD3A84740798A4EA33E2A976B80D97F97B52A069AE002720847A0555C345BA05F86CB75EBF6923D83EFA5D13788BDAE697B37E7EACF6

Len = 956
Msg = AEB50208D1F67BD48A95A3BB4454C9E4ACACF2C8935F2E48C06B1F73AD8C497FDB9F99E11BA78C12D83E93ED8BC34BF7BB27770F647BE727F0C92FBBAAB92DB31039EAA3416A8BD803470A531DE363254942F921AC597E949D95858FF42B6C7F385F90DCC8869A95B5E31466845347DCCA479B07D35822F0
MD = D35CFDA7084673FE7DB5280920F800D89416FAEF76A6E9BE32B4785886B02B43C813BAC2EF1AE0E02005967A629A173E483791E01E87B5072C805174F5061A45

Len = 957
Msg = 5F69A5461117B8C2DE8048AEC04B2D0C7865A9107E3D90B7CCB3CB20B0E84FB7E162C75A766D7A1B9F6EF588581683B5CD125EA541CE47E6A78904D542C23F5184A64F073D931CC23690457AFD3538844914BA118A7D7C8A24F198CFBCC9675CFDFEC29F1E84658A0F8A344910FAA51E8D0719A9027E4298
MD = B2235D01342F2FAC7C03FC2463D60E943A24B054858236257376755B513C9353A4FAEAF462991E74FCFE5D5D891E4ECE02211C155CDE3251690143B39BA9EDDF

Len = 958
Msg = 4116C941F3786516EF58063F0C226264F17037040C08817D86DA911C86B04DFAD0A64CD1BBF611EAA8C21AEFD71FBE41123090F71373B8BE43B1DBDB8758E63219CFBB7FC1F665834B8F5DB8FFEB5C8144E5ACDDB42AE73ED3848B933CB43E9CF7E2F77063D0BC5693FBC6775DDED5B57C0B70FFBDFE3AB0
MD = 16F4D34DFCFE95B96E60DA77DEE6E6802350F8AC6EA2C80618BF6B8B55DB4DAC304B611028EF863EF6A7D1D28EC555DC3DD11BEA94AC9E0C87D064ADB35CE7D4

Len = 959
Msg = CF191D62C44A107949F4D8E62C61069DD7771CD42D183B27314874EB19067EAC1919C849470B31B0DDB1D2886EFADBBD68D28B22B021F9A0F4890F02D7084EC08E3DDF0A14C0132FC8EDA62A786FA28F3092A517E525567F8EB512439431DBDDD4768FB7BFA596D8A04603481DD84740D296F8FEA8A52978
MD = 4A5618CA490EB2977C839C7BA91FB6D1A546E12C7633DE0C500885F52FB11AE5CF6DDE0432A7BDD9056595F837D6D0588BE7B364A7B093A0BAC5E8CEB555C1E9

Len = 960
Msg = D1E654B77CB155F5C77971A64DF9E5D34C26A3CAD6C7F6B300D39DEB1910094691ADAA095BE4BA5D86690A976428635D5526F3E946F7DC3BD4DBC78999E653441187A81F9ADCD5A3C5F254BC8256B0158F54673DCC1232F6E918EBFC6C51CE67EAEB042D9F57EEC4BFE910E169AF78B3DE48D137DF4F2840
MD = 78D2A6095888FDE240FACBFC36F580626BA9BEF28DF475C821108A64177DD764EA986A7B88EA0F1089B633C5AE8451BA7DA327023EA92D54A4D8A754CD3FF416

Len = 961
Msg = 9475609D6686B9DCA38EA5DE587DAD1F458D59F96BE790896A32B2AF82F897389BFED7572018883432007222720EAE42A654DFEEAEC1653D3464E28282D567E8E59CC6EC53FF6AB20052D2FB27FB8001313E75700F58D6339EA4C55DBAC4833DB7FA59E5512019DB87022F8BDE9A4366484C755B410A01AB00
MD = 2B18F0DABB25F887E5A5725F88D393AD2B09567DB146EA2A164821F7042B6B646AF4A62E4FEDC1F6666CEA92256177BBE5B2DD600F9811AC903BDD345BC1FDC7

Len = 962
